movie_id,movie_title,release_date,video_release_date,unknown,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
220,E.T. the Extra-Terrestrial (1982),01-Jan-1982,,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
221,SubUrbia (1997),07-Feb-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Junior (1994),01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
223,Sleepers (1996),18-Oct-1996,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
224,Murder at 1600 (1997),18-Apr-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
225,My Best Friend's Wedding (1997),20-Jun-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
226,Red Corner (1997),01-Jan-1997,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
227,Trees Lounge (1996),11-Oct-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
228,Village of the Damned (1995),01-Jan-1995,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
229,"Madness of King George, The (1994)",01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230,Kika (1993),01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
231,"Lay of the Land, The (1997)",01-Jan-1997,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
232,Speed (1994),01-Jan-1994,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
233,Koyaanisqatsi (1983),01-Jan-1983,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
234,Dances with Wolves (1990),01-Jan-1990,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
235,"Lost World: Jurassic Park, The (1997)",23-May-1997,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
236,Hot Shots! Part Deux (1993),01-Jan-1993,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
237,"Last Supper, The (1995)",05-Apr-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
238,Giant (1956),01-Jan-1956,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
239,Traveller (1997),18-Apr-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
240,"Inspector General, The (1949)",01-Jan-1949,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
241,Much Ado About Nothing (1993),01-Jan-1993,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
242,Pulp Fiction (1994),01-Jan-1994,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
243,Forbidden Planet (1956),01-Jan-1956,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
244,"Tin Drum, The (Blechtrommel, Die) (1979)",01-Jan-1979,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
245,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),01-Jan-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
246,North (1994),01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,"Piano, The (1993)",01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
248,"Apartment, The (1960)",01-Jan-1960,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
249,"Pallbearer, The (1996)",19-Apr-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Grease (1978),01-Jan-1978,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
251,Nico Icon (1995),01-Jan-1995,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
252,Lord of Illusions (1995),01-Jan-1995,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
253,"Blob, The (1958)",01-Jan-1958,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
254,Crimson Tide (1995),01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
255,"Murder, My Sweet (1944)",01-Jan-1944,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
256,The Deadly Cure (1996),16-Sep-1996,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Ed (1996),08-Mar-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Dumb & Dumber (1994),01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Like Water For Chocolate (Como agua para chocolate) (1992),01-Jan-1992,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
260,"Trigger Effect, The (1996)",30-Aug-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
261,Stalker (1979),01-Jan-1979,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
262,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
263,"Magnificent Seven, The (1954)",01-Jan-1954,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
264,Land Before Time III: The Time of the Great Giving (1995) (V),01-Jan-1995,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Raising Arizona (1987),01-Jan-1987,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Operation Dumbo Drop (1995),01-Jan-1995,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
267,"American President, The (1995)",01-Jan-1995,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
268,Race the Sun (1996),01-Jan-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
269,William Shakespeare's Romeo and Juliet (1996),25-Oct-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
270,Being Human (1993),01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
271,"Pillow Book, The (1995)",13-Jun-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
272,"River Wild, The (1994)",01-Jan-1994,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
273,Poison Ivy II (1995),01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
274,Boys (1996),10-May-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
275,When the Cats Away (Chacun cherche son chat) (1996),20-Jun-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
276,Rosencrantz and Guildenstern Are Dead (1990),01-Jan-1990,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
277,Stand by Me (1986),01-Jan-1986,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
278,Radioland Murders (1994),01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
279,Wild Reeds (1994),01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
280,"Pest, The (1997)",07-Feb-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
281,My Life as a Dog (Mitt liv som hund) (1985),01-Jan-1985,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
282,It Takes Two (1995),01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
283,"Stranger, The (1994)",01-Jan-1994,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Citizen Kane (1941),01-Jan-1941,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
285,Everyone Says I Love You (1996),06-Dec-1996,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
286,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",01-Jan-1957,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
287,So Dear to My Heart (1949),01-Jan-1949,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
288,Beverly Hills Cop III (1994),01-Jan-1994,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Assassins (1995),01-Jan-1995,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
290,Halloween: The Curse of Michael Myers (1995),01-Jan-1995,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
291,Stranger in the House (1997),01-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
292,Picture Bride (1995),01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
293,Sneakers (1992),01-Jan-1992,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
294,Mediterraneo (1991),01-Jan-1991,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
295,Golden Earrings (1947),01-Jan-1947,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
296,Heavy Metal (1981),08-Mar-1981,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
297,"Nutty Professor, The (1996)",28-Jun-1996,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
298,Ruby in Paradise (1993),01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
299,In the Company of Men (1997),01-Aug-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
300,Venice/Venice (1992),01-Jan-1992,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
301,Speed 2: Cruise Control (1997),13-Jun-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
302,Henry V (1989),01-Jan-1989,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
303,Apocalypse Now (1979),01-Jan-1979,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
304,Mina Tannenbaum (1994),01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
305,Romeo Is Bleeding (1993),01-Jan-1993,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
306,Austin Powers: International Man of Mystery (1997),02-May-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
307,"Savage Nights (Nuits fauves, Les) (1992)",01-Jan-1992,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
308,Bad Moon (1996),01-Nov-1996,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
309,"Paris, France (1993)",01-Jan-1993,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Escape from New York (1981),01-Jan-1981,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
311,Rosewood (1997),21-Feb-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
312,Bedknobs and Broomsticks (1971),01-Jan-1971,,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
313,Grumpier Old Men (1995),01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
314,Celestial Clockwork (1994),12-Jul-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Blue Chips (1994),01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
316,Jade (1995),01-Jan-1995,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
317,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",01-Jan-1982,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
318,Miller's Crossing (1990),01-Jan-1990,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
319,"People vs. Larry Flynt, The (1996)",27-Dec-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
320,Twelfth Night (1996),25-Oct-1996,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
321,Mortal Kombat (1995),01-Jan-1995,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Grosse Pointe Blank (1997),11-Apr-1997,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
323,Roommates (1995),01-Jan-1995,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
324,Double Happiness (1994),01-Mar-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
325,Bottle Rocket (1996),21-Feb-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Desperate Measures (1998),30-Jan-1998,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
327,Eraser (1996),21-Jun-1996,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
328,Father of the Bride Part II (1995),01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Belle de jour (1967),01-Jan-1967,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
330,Chasers (1994),01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
331,"Secret Adventures of Tom Thumb, The (1993)",01-Jan-1993,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,"Crow: City of Angels, The (1996)",30-Aug-1996,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
333,Infinity (1996),04-Oct-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
334,Stephen King's The Langoliers (1995),01-Jan-1995,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
335,It's a Wonderful Life (1946),01-Jan-1946,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
336,Weekend at Bernie's (1989),01-Jan-1989,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Fearless (1993),01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
338,"Davy Crockett, King of the Wild Frontier (1955)",01-Jan-1955,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
339,My Man Godfrey (1936),01-Jan-1936,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340,"MatchMaker, The (1997)",01-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
341,"Game, The (1997)",01-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
342,Amityville 3-D (1983),01-Jan-1983,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
343,"Little Rascals, The (1994)",01-Jan-1994,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,"Thin Line Between Love and Hate, A (1996)",03-Apr-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Mission: Impossible (1996),22-May-1996,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
346,Jack and Sarah (1995),22-Mar-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
347,Anna (1996),13-Nov-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
348,"Wedding Singer, The (1998)",13-Feb-1998,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
349,Carrie (1976),01-Jan-1976,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
350,This Is Spinal Tap (1984),01-Jan-1984,,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
351,"City of Lost Children, The (1995)",01-Jan-1995,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
352,Bread and Chocolate (Pane e cioccolata) (1973),01-Jan-1973,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
353,Boys Life (1995),01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
354,Gordy (1995),01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
355,Original Gangstas (1996),10-May-1996,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
356,To Gillian on Her 37th Birthday (1996),18-Oct-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
357,Getting Even with Dad (1994),01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
358,Gilligan's Island: The Movie (1998),01-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
359,Quiz Show (1994),01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
360,April Fool's Day (1986),01-Jan-1986,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
361,Bitter Sugar (Azucar Amargo) (1996),22-Nov-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
362,Ace Ventura: Pet Detective (1994),01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Pump Up the Volume (1990),01-Jan-1990,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
364,"Shining, The (1980)",01-Jan-1980,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
365,Star Trek IV: The Voyage Home (1986),01-Jan-1986,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
366,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
367,Vanya on 42nd Street (1994),01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
368,Free Willy 3: The Rescue (1997),08-Aug-1997,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
369,Love and Death on Long Island (1997),10-Mar-1998,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
370,Schizopolis (1996),23-May-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
371,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",01-Jan-1995,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
372,As Good As It Gets (1997),23-Dec-1997,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
373,"Full Monty, The (1997)",01-Jan-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Con Air (1997),06-Jun-1997,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
375,Four Weddings and a Funeral (1994),01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
376,Meet John Doe (1941),01-Jan-1941,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
377,Dracula: Dead and Loving It (1995),01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
378,Mr. Smith Goes to Washington (1939),01-Jan-1939,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379,Faces (1968),01-Jan-1968,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
380,Dangerous Beauty (1998),23-Jan-1998,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
381,Ladybird Ladybird (1994),01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
382,Switchblade Sisters (1975),17-May-1975,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
383,I Love Trouble (1994),01-Jan-1994,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Young Guns (1988),01-Jan-1988,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
385,"Treasure of the Sierra Madre, The (1948)",01-Jan-1948,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,Mystery Science Theater 3000: The Movie (1996),19-Apr-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
387,Best Men (1997),01-Sep-1997,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
388,Nosferatu a Venezia (1986),01-Jan-1986,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
389,Kicked in the Head (1997),01-Jan-1997,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
390,"Fast, Cheap & Out of Control (1997)",01-Jan-1997,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
391,Extreme Measures (1996),27-Sep-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
392,Sabrina (1954),01-Jan-1954,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
393,Casablanca (1942),01-Jan-1942,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
394,Prisoner of the Mountains (Kavkazsky Plennik) (1996),31-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
395,Major Payne (1994),01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Up Close and Personal (1996),01-Mar-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
397,Down by Law (1986),01-Jan-1986,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
398,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",08-Nov-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
399,North by Northwest (1959),01-Jan-1959,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
400,"Sword in the Stone, The (1963)",01-Jan-1963,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Virtuosity (1995),01-Jan-1995,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
402,Ready to Wear (Pret-A-Porter) (1994),01-Jan-1994,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Dante's Peak (1997),07-Feb-1997,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
404,Last Dance (1996),03-May-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
405,Wolf (1994),01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
406,"Killing Fields, The (1984)",01-Jan-1984,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
407,Heaven's Prisoners (1996),10-May-1996,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
408,She's So Lovely (1997),22-Aug-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
409,Contact (1997),11-Jul-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
410,Jack (1996),07-Aug-1996,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
411,Batman & Robin (1997),20-Jun-1997,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
412,"Amityville Horror, The (1979)",01-Jan-1979,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
413,"Firm, The (1993)",01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
414,D3: The Mighty Ducks (1996),04-Oct-1996,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Hearts and Minds (1996),10-Jan-1997,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
416,Commandments (1997),02-May-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
417,Kalifornia (1993),01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
418,Ed's Next Move (1996),04-Oct-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Ransom (1996),08-Nov-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
420,Roman Holiday (1953),01-Jan-1953,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
421,Phat Beach (1996),02-Aug-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Swingers (1996),18-Oct-1996,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
423,Trial and Error (1997),30-May-1997,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
424,Reckless (1995),01-Jan-1995,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Malice (1993),01-Jan-1993,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
426,Faithful (1996),03-Apr-1996,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Three Wishes (1995),01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
428,Touch of Evil (1958),01-Jan-1958,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
429,Swept from the Sea (1997),01-Jan-1997,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
430,Backbeat (1993),01-Jan-1993,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
431,Glory (1989),01-Jan-1989,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
432,Amityville: A New Generation (1993),01-Jan-1993,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
433,Nixon (1995),01-Jan-1995,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
434,"Abyss, The (1989)",01-Jan-1989,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
435,Batman (1989),01-Jan-1989,,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
436,Get on the Bus (1996),16-Oct-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
437,Shine (1996),22-Nov-1996,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
438,Private Benjamin (1980),01-Jan-1980,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Blue Sky (1994),01-Jan-1994,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
